Title,Author,Publish Year,Edition Count,Subject,Work ID,Book Age,Publication Decade,Edition Category
The crown of wild olives,John Ruskin,1800,57,Art,/works/OL11642994W,225,1800,Low
Goya,Francisco Goya,1919,57,Art,/works/OL54503W,106,1910,Low
Fernand Léger,Fernand Léger,1945,56,Art,/works/OL833859W,80,1940,Low
Ernst Ludwig Kirchner,Ernst Ludwig Kirchner,1960,56,Art,/works/OL813647W,65,1960,Low
Benim Adım Kırmızı,Orhan Pamuk,1998,55,Art,/works/OL1019598W,27,1990,Low
Kandinsky,Wassily Kandinsky,1947,54,Art,/works/OL30153W,78,1940,Low
"The Muqaddimah, an introduction to history",Ibn Khaldūn,1858,54,Art,/works/OL1597257W,167,1850,Low
Anselm Kiefer,Anselm Kiefer,1978,54,Art,/works/OL607956W,47,1970,Low
Miró,Joan Miró,1955,54,Art,/works/OL578527W,70,1950,Low
The Cloister and the Hearth,Charles Reade,1861,54,Art,/works/OL5110968W,164,1860,Low
Poems,Oscar Wilde,1881,53,Art,/works/OL14877876W,144,1880,Low
Otto Dix,Otto Dix,1957,53,Art,/works/OL2055195W,68,1950,Low
Meus Artigos,Jacob Burckhardt,1838,53,Art,/works/OL1156660W,187,1830,Low
Lyonel Feininger,Lyonel Feininger,1950,53,Art,/works/OL2185030W,75,1950,Low
Michelangelo,Michelangelo Buonarroti,1901,52,Art,/works/OL1164615W,124,1900,Low
Alex Katz,Alex Katz,1971,52,Art,/works/OL984473W,54,1970,Low
Of Human Bondage,William Somerset Maugham,1915,407,Music,/works/OL505781W,110,1910,Medium
Essay concerning human understanding,John Locke,1689,188,Music,/works/OL880201W,336,1680,Medium
Medea,Euripides,1703,157,Music,/works/OL66501W,322,1700,Medium
Lucy Gayheart,Willa Cather,1935,154,Music,/works/OL12823W,90,1930,Medium
The Roman Breviary,Catholic Church,1200,140,Music,/works/OL349325W,825,1200,Medium
Overture to Tannhauser,Richard Wagner,1800,131,Music,/works/OL579180W,225,1800,Medium
Discovering Classical Music,Ian Christians,1991,125,Music,/works/OL8772290W,34,1990,Medium
Don Giovanni,Wolfgang Amadeus Mozart,1800,109,Music,/works/OL624289W,225,1800,Medium
Carmen,Georges Bizet,1800,92,Music,/works/OL694849W,225,1800,Low
The biographical dictionary of musicians,Rupert Hughes,1900,82,Music,/works/OL907250W,125,1900,Low
Neue Ausgabe sämtlicher Werke,Johann Sebastian Bach,1955,77,Music,/works/OL2912098W,70,1950,Low
Thurber Carnival,James Thurber,1940,77,Music,/works/OL9323423W,85,1940,Low
Music,Roger Kamien,1976,75,Music,/works/OL2770497W,49,1970,Low
Correspondence,Wolfgang Amadeus Mozart,1865,74,Music,/works/OL624288W,160,1860,Low
Lucrezia Borgia,Gaetano Donizetti,1800,70,Music,/works/OL2215612W,225,1800,Low
Rigoletto,Giuseppe Verdi,1850,70,Music,/works/OL1304353W,175,1850,Low
Falstaff,Giuseppe Verdi,1893,70,Music,/works/OL1304351W,132,1890,Low
Cowboy Songs and Other Frontier Ballads,John Avery Lomax,1910,68,Music,/works/OL6573912W,115,1910,Low
Biographie universelle des musiciens et bibliographie générale de la musique. Supplément et complément,François-Joseph Fétis,1835,66,Music,/works/OL3470816W,190,1830,Low
Aïda,Giuseppe Verdi,1800,64,Music,/works/OL1304352W,225,1800,Low
Faust,Charles Gounod,1800,63,Music,/works/OL653213W,225,1800,Low
QuaverMusic,QuaverEd,2024,61,Music,/works/OL38395759W,1,2020,Low
Die Geburt der Tragödie,Friedrich Nietzsche,1872,61,Music,/works/OL98152W,153,1870,Low
Vios ke Politia tou Alexi Zorba,Nikos Kazantzakis,1952,61,Music,/works/OL85509W,73,1950,Low
Consuelo,George Sand,1842,59,Music,/works/OL982015W,183,1840,Low
"Macbeth, Cloth, It",Giuseppe Verdi,1847,58,Music,/works/OL1304249W,178,1840,Low
The Pirates of Penzance,Sir William Schwenck Gilbert,1879,56,Music,/works/OL905953W,146,1870,Low
The Perfect Wagnerite,George Bernard Shaw,1896,56,Music,/works/OL1066518W,129,1890,Low
Shakespeare Survey,Allardyce Nicoll,1933,56,Music,/works/OL8307868W,92,1930,Low
Oeuvres de J.J. Rousseau,Jean-Jacques Rousseau,1791,54,Music,/works/OL80735W,234,1790,Low
Madama Butterfly,Giacomo Puccini,1904,53,Music,/works/OL905801W,121,1900,Low
The Perks of Being a Wallflower,Stephen Chbosky,1999,51,Music,/works/OL875437W,26,1990,Low
Beginner Method Series,Sean Burdette,2018,50,Music,/works/OL28049104W,7,2010,Low
Irish melodies,Thomas Moore,1800,48,Music,/works/OL75266W,225,1800,Low
Die Bremer Stadtmusikanten,Gebrüder Grimm [Brothers Grimm],1922,47,Music,/works/OL45423W,103,1920,Low
Literary works,Richard Wagner,1871,46,Music,/works/OL579307W,154,1870,Low
Dictionary of music and musicians,Sir George Grove,1879,46,Music,/works/OL2826726W,146,1870,Low
"""Surely You're Joking, Mr. Feynman""",Richard Phillips Feynman,1984,45,Music,/works/OL514629W,41,1980,Low
The complete operas of Gilbert and Sullivan,Sir William Schwenck Gilbert,1900,44,Music,/works/OL905904W,125,1900,Low
The enjoyment of music,Joseph Machlis,1955,44,Music,/works/OL1921810W,70,1950,Low
Sämtliche Werke,Johann Wolfgang von Goethe,1800,43,Music,/works/OL52444W,225,1800,Low
Musicophilia,Oliver Sacks,2007,43,Music,/works/OL277255W,18,2000,Low
Inspecting post-16,Ofsted.,2001,42,Music,/works/OL12252144W,24,2000,Low
The listener's history of music,"Scholes, Percy Alfred",1923,41,Music,/works/OL6679509W,102,1920,Low
Classification,Library of Congress. Subject Cataloging Division.,1904,41,Music,/works/OL4398462W,121,1900,Low
Prose,Johann Wolfgang von Goethe,1854,41,Music,/works/OL52513W,171,1850,Low
Concise History of Western Music,Barbara Russano Hanning,1997,38,Music,/works/OL20776483W,28,1990,Low
The Oxford companion to music,"Scholes, Percy Alfred",1938,38,Music,/works/OL1253826W,87,1930,Low
Chaos,James Gleick,1987,37,Music,/works/OL15899W,38,1980,Low
Thirty Years A Slave From Bondage To Freedom The Institution Of Slavery As Seen On The Plantation And In The Home Of The Planter,Louis Hughes,1887,37,Music,/works/OL4131180W,138,1880,Low
Linda di Chamounix,Gaetano Donizetti,1800,37,Music,/works/OL2215604W,225,1800,Low
Uncle Remus,Joel Chandler Harris,1800,37,Music,/works/OL2344334W,225,1800,Low
Henri de Toulouse-Lautrec,Henri de Toulouse-Lautrec,1930,37,Music,/works/OL1259002W,95,1930,Low
Guillaume Tell,Gioacchino Rossini,1831,37,Music,/works/OL2850897W,194,1830,Low
Music for Sightsinging,Robert W. Ottman,1956,36,Music,/works/OL2689958W,69,1950,Low
Hymns for infant minds,Zulfikar Ghose,1809,36,Music,/works/OL646198W,216,1800,Low
Route nationale,Lol Briggs,1992,35,Music,/works/OL7996600W,33,1990,Low
A travers chants,Hector Berlioz,1862,35,Music,/works/OL1097992W,163,1860,Low
Studies in Modern Music,William Henry Hadow,1893,34,Music,/works/OL1540068W,132,1890,Low
Minima moralia; reflections from damaged life,Theodor W. Adorno,1951,34,Music,/works/OL542175W,74,1950,Low
Nocturnes,Kazuo Ishiguro,2009,34,Music,/works/OL14875886W,16,2000,Low
Grade,Mcgraw/ Macmillan,1995,33,Music,/works/OL9212833W,30,1990,Low
"Music in London, 1890-1894",George Bernard Shaw,1931,33,Music,/works/OL1066467W,94,1930,Low
Adroddiad gan Arolygwyr ei Mawrhydi,Great Britain. Welsh Office. Education Department. Inspectorate.,1993,33,Music,/works/OL10859102W,32,1990,Low
Picasso,Gertrude Stein,1938,32,Music,/works/OL37272W,87,1930,Low
Just Kids,Patti Smith,2006,32,Music,/works/OL15474046W,19,2000,Low
Strawberry Girl,Lois Lenski,1945,32,Music,/works/OL1526334W,80,1940,Low
Born to Run,Bruce Springsteen,1975,31,Music,/works/OL1943602W,50,1970,Low
"Music, history, and ideas",Hugo Leichtentritt,1938,31,Music,/works/OL1237026W,87,1930,Low
The Napping House (La Casa Adormecida),Audrey Wood,1984,31,Music,/works/OL547418W,41,1980,Low
Vom Musikalisch-Schönen,Eduard Hanslick,1854,31,Music,/works/OL3553923W,171,1850,Low
"Gödel, Escher, Bach",Douglas R. Hofstadter,1979,30,Music,/works/OL716850W,46,1970,Low
The CITY OF GOLD AND LEAD,Sam Youd,1967,30,Music,/works/OL266020W,58,1960,Low
The Magic School Bus,Joanna Cole,1994,29,Music,/works/OL83104W,31,1990,Low
iPod,J. D. Biersdorfer,2003,29,Music,/works/OL5753330W,22,2000,Low
Histoire générale de la musique,François-Joseph Fétis,1869,29,Music,/works/OL3470789W,156,1860,Low
The Honor of the Big Snows,James Oliver Curwood,1911,29,Music,/works/OL3739416W,114,1910,Low
Scale Studies,Sean Burdette,2019,28,Music,/works/OL28050865W,6,2010,Low
Blues people,Amiri Baraka,1963,28,Music,/works/OL21222W,62,1960,Low
My Musical Life,Nikolay Rimsky-Korsakov,1923,28,Music,/works/OL8386459W,102,1920,Low
A history of western music,"Grout, Donald Jay.",1960,28,Music,/works/OL2932136W,65,1960,Low
Early Music History,Iain Fenlon,1984,27,Music,/works/OL3819116W,41,1980,Low
World music,Terry E. Miller,2005,27,Music,/works/OL120228W,20,2000,Low
The beggar's opera,John Christopher Pepusch,1728,27,Music,/works/OL6952452W,297,1720,Low
Understanding Music,Jeremy Yudkin,1995,26,Music,/works/OL1950351W,30,1990,Low
A Visit from the Goon Squad,Jennifer Egan,2010,26,Music,/works/OL15026613W,15,2010,Low
Zhongguo xi qu yin yue ji cheng,"""Zhongguo xi qu yin yue ji cheng"" bian ji wei yuan hui",1992,26,Music,/works/OL33038419W,33,1990,Low
Voyage Out,Virginia Woolf,1915,465,Travel,/works/OL27064817W,110,1910,Medium
The Alhambra,Washington Irving,1800,459,Travel,/works/OL63996W,225,1800,Medium
"The sketch-book of Geoffrey Crayon, Esq",Washington Irving,1819,351,Travel,/works/OL63893W,206,1810,Medium
Astoria,Washington Irving,1800,321,Travel,/works/OL63862W,225,1800,Medium
Martin Chuzzlewit,Charles Dickens,1800,290,Travel,/works/OL14869242W,225,1800,Medium
A week on the Concord and Merrimack Rivers,Henry David Thoreau,1849,236,Travel,/works/OL55670W,176,1840,Medium
The museum experience revisited,John H. Falk,1992,219,Travel,/works/OL16705133W,33,1990,Medium
"Martin Rattler, or, A boy's adventures in the forests of Brazil",Robert Michael Ballantyne,1867,204,Travel,/works/OL2320050W,158,1860,Medium
The Essays of Elia,Charles Lamb,1823,187,Travel,/works/OL44842W,202,1820,Medium
Cape Cod,Henry David Thoreau,1864,182,Travel,/works/OL55724W,161,1860,Medium
The Innocents Abroad,Mark Twain,1800,178,Travel,/works/OL54041W,225,1800,Medium
Life on the Mississippi,Mark Twain,1883,157,Travel,/works/OL53959W,142,1880,Medium
"The adventures of Captain Bonneville, U.S.A.",Washington Irving,1800,145,Travel,/works/OL63859W,225,1800,Medium
By the King,King James VI and I,1603,141,Travel,/works/OL1498776W,422,1600,Medium
The Razor's Edge,William Somerset Maugham,1944,135,Travel,/works/OL505944W,81,1940,Medium
"Early Western Travels, 1748-1846",Reuben Gold Thwaites,1904,134,Travel,/works/OL1619187W,121,1900,Medium
A Survey of London,John Stow,1598,133,Travel,/works/OL1096157W,427,1590,Medium
The Land of Little Rain,Mary Austin,1903,127,Travel,/works/OL1917146W,122,1900,Medium
The American,Henry James,1877,126,Travel,/works/OL276314W,148,1870,Medium
Wild Wales,George Henry Borrow,1798,126,Travel,/works/OL244676W,227,1790,Medium
Palmetto-leaves,Harriet Beecher Stowe,1873,122,Travel,/works/OL152210W,152,1870,Medium
The Rivals,Richard Brinsley Sheridan,1775,122,Travel,/works/OL1062545W,250,1770,Medium
Their Wedding Journey,William Dean Howells,1872,118,Travel,/works/OL69167W,153,1870,Medium
"The journals of André Gide, 1889-1949",André Gide,1939,117,Travel,/works/OL630881W,86,1930,Medium
South: the story of Shackleton's 1914-1917 expedition,Sir Ernest Henry Shackleton,1919,116,Travel,/works/OL1931005W,106,1910,Medium
Columbus,Washington Irving,1800,115,Travel,/works/OL63945W,225,1800,Medium
The Travels of Marco Polo,Marco Polo,1818,114,Travel,/works/OL15584860W,207,1810,Medium
Ker-bloom!,artnoose,1996,112,Travel,/works/OL31792711W,29,1990,Medium
The Maine Woods,Henry David Thoreau,1803,112,Travel,/works/OL55721W,222,1800,Medium
Peer Gynt,Henrik Ibsen,1867,111,Travel,/works/OL52430W,158,1860,Medium
Aus meinem Leben,Johann Wolfgang von Goethe,1800,111,Travel,/works/OL52470W,225,1800,Medium
Backwoods of Canada,Catherine Parr Traill,1836,108,Travel,/works/OL2802649W,189,1830,Medium
Queer places,Elisa Rolle,2016,105,Travel,/works/OL20050080W,9,2010,Medium
"The History, Civil and Commercial, of the British Colonies in the West Indies ...: In Two Volumes",Bryan Edwards,1789,105,Travel,/works/OL6831857W,236,1780,Medium
A dictionary of the English language,Samuel Johnson,1747,104,Travel,/works/OL14862662W,278,1740,Medium
From sea to sea; letters of travel,Rudyard Kipling,1889,103,Travel,/works/OL19875W,136,1880,Medium
California and Oregon trail,Francis Parkman,1872,103,Travel,/works/OL102799W,153,1870,Medium
Description of Greece,Pausanias,1613,103,Travel,/works/OL3401088W,412,1610,Medium
Our Old Home,Nathaniel Hawthorne,1863,101,Travel,/works/OL455366W,162,1860,Medium
Pictures from Italy,Charles Dickens,1846,99,Travel,/works/OL14869503W,179,1840,Low
Travels in Arabia Deserta,Charles Montagu Doughty,1888,98,Travel,/works/OL2295102W,137,1880,Low
Away in the wilderness,Robert Michael Ballantyne,1800,95,Travel,/works/OL2320056W,225,1800,Low
"The world of ice, or, Adventures in the polar regions",Robert Michael Ballantyne,1860,94,Travel,/works/OL2319977W,165,1860,Low
Omoo,Herman Melville,1847,93,Travel,/works/OL102745W,178,1840,Low
Charles Darwin's The Voyage of the Beagle:,Charles Darwin,1839,92,Travel,/works/OL515065W,186,1830,Low
What I saw in America,Gilbert Keith Chesterton,1922,91,Travel,/works/OL76451W,103,1920,Low
Dodsworth,Sinclair Lewis,1929,91,Travel,/works/OL51146W,96,1920,Low
First footsteps in East Africa,Richard Francis Burton,1856,89,Travel,/works/OL68668W,169,1850,Low
A Son of the Sun,Jack London,1900,85,Travel,/works/OL74483W,125,1900,Low
Venetian life,William Dean Howells,1866,84,Travel,/works/OL69163W,159,1860,Low
Tristes Tropiques,Claude Lévi-Strauss,1955,84,Travel,/works/OL8261409W,70,1950,Low
Excursions,Henry David Thoreau,1840,82,Travel,/works/OL55720W,185,1840,Low
On the Banks of Plum Creek,Laura Ingalls Wilder,1937,82,Travel,/works/OL1719794W,88,1930,Low
Tarzan of the Apes Tale #1 the Man-Child,Edgar Rice Burroughs,2002,80,Travel,/works/OL1418071W,23,2000,Low
Works (American Notes / Pictures from Italy),Charles Dickens,1800,80,Travel,/works/OL14868468W,225,1800,Low
Green Hills of Africa,Ernest Hemingway,1709,80,Travel,/works/OL62985W,316,1700,Low
Lettres philosophiques,Voltaire,1733,80,Travel,/works/OL15228532W,292,1730,Low
Historia Alexandri Magni,Quintus Curtius Rufus,1481,79,Travel,/works/OL145025W,544,1480,Low
Travels with Charley,John Steinbeck,1962,78,Travel,/works/OL23192W,63,1960,Low
Houghton Mifflin Science California,Houghton Mifflin Company Staff,2006,301,Science,/works/OL27468204W,19,2000,Medium
On the origin of species by means of natural selection,Charles Darwin,1859,259,Science,/works/OL515051W,166,1850,Medium
Houghton Mifflin Science Leveled Readers,Houghton Mifflin Company Staff,2005,242,Science,/works/OL27467443W,20,2000,Medium
Advances in Heterocyclic Chemistry,Alan R. Katritzky,1963,226,Science,/works/OL120822W,62,1960,Medium
"The principall navigations, voiages, and discoveries of the English nations",Richard Hakluyt,1589,225,Science,/works/OL3639910W,436,1580,Medium
Principles of Anatomy and Physiology,Gerard J. Tortora,1975,218,Science,/works/OL1827306W,50,1970,Medium
Essays,Francis Bacon,1618,188,Science,/works/OL69382W,407,1610,Medium
Histoire naturelle,"Georges-Louis Leclerc, comte de Buffon",1749,174,Science,/works/OL1356870W,276,1740,Medium
Mutual Aid,Peter Kropotkin,1891,173,Science,/works/OL1105375W,134,1890,Medium
Discours de la méthode,René Descartes,1644,163,Science,/works/OL1151518W,381,1640,Medium
The book of the damned,Charles Fort,1919,154,Science,/works/OL66059W,106,1910,Medium
1st Report [Session 1993-94],Rand McNally,1983,133,Science,/works/OL14903351W,42,1980,Medium
L'Évolution créatrice,Henri Bergson,1907,125,Science,/works/OL76664W,118,1900,Medium
A Brief History of Time,Stephen Hawking,1988,120,Science,/works/OL1892617W,37,1980,Medium
"A System of Logic, Ratiocinative and Inductive",John Stuart Mill,1843,113,Science,/works/OL1068214W,182,1840,Medium
International review of cytology,George Bourne,1986,108,Science,/works/OL24446425W,39,1980,Medium
The ABC of atoms,Bertrand Russell,1923,105,Science,/works/OL1088556W,102,1920,Medium
Über die spezielle und die allgemeine Relativitätstheorie,Albert Einstein,1917,102,Science,/works/OL1214190W,108,1910,Medium
NASA/DoD aerospace knowledge diffusion research project,Thomas E. Pinelli,1990,101,Science,/works/OL8894965W,35,1990,Medium
International Review of Cell and Molecular Biology,Kwang W. Jeon,2008,95,Science,/works/OL21015217W,17,2000,Low
4th Report [Session 1993-94],Rand McNally,1990,92,Science,/works/OL14903327W,35,1990,Low
Introduction to genetic analysis,Anthony J. F. Griffiths,1993,90,Science,/works/OL18407621W,32,1990,Low
Physics,Aristotle,1472,88,Science,/works/OL151632W,553,1470,Low
Sapiens,Yuval Noah Harari,2011,86,Science,/works/OL17075811W,14,2010,Low
Annual reports on NMR spectroscopy,Graham A. Webb,1979,84,Science,/works/OL16927878W,46,1970,Low
Nova Atlantis,Francis Bacon,1627,84,Science,/works/OL69453W,398,1620,Low
Microbiology,Gerard J. Tortora,1982,80,Science,/works/OL1827302W,43,1980,Low
Accounting Principles,Jerry J. Weygandt,1987,79,Science,/works/OL1881226W,38,1980,Low
Advances in imaging and electron physics,Peter W. Hawkes,1995,78,Science,/works/OL16959776W,30,1990,Low
The natural history of Selborne,Gilbert White,1789,75,Science,/works/OL1102661W,236,1780,Low
Cosmos,Carl Sagan,1980,73,Science,/works/OL15829966W,45,1980,Low
Differentiating Instruction With Menus,Laurie E. Westphal,2007,71,Science,/works/OL9935589W,18,2000,Low
Pathways Through Science (Nuffield Modular Science),Nuffield-Chelsea Curriculum Trust,1992,71,Science,/works/OL9213099W,33,1990,Low
The Worst Journey in the World,Apsley Cherry-Garrard,1922,67,Science,/works/OL3360211W,103,1920,Low
The economy of machinery and manufactures,Charles Babbage,1832,66,Science,/works/OL3013355W,193,1830,Low
5th Report [Session 1995-96],Rand McNally,1988,65,Science,/works/OL14903313W,37,1980,Low
The advancement of learning,Francis Bacon,1605,65,Science,/works/OL15403036W,420,1600,Low
Inquiry into Life,Sylvia S. Mader,1976,63,Science,/works/OL2657790W,49,1970,Low
The Logic of Scientific Discovery,Karl Popper,1935,63,Science,/works/OL1984582W,90,1930,Low
Cosmos,Alexander von Humboldt,1845,63,Science,/works/OL1554090W,180,1840,Low
Progress in optics,Emil Wolf,1963,62,Science,/works/OL16996964W,62,1960,Low
The expression of emotions in man and animals,Charles Darwin,1872,62,Science,/works/OL515301W,153,1870,Low
The Man Who Mistook His Wife for a Hat,Oliver Sacks,1980,62,Science,/works/OL1811898W,45,1980,Low
La science et l'hypothèse,Henri Poincaré,1900,61,Science,/works/OL708894W,125,1900,Low
Argonauts of the western Pacific,Bronisław Malinowski,1922,61,Science,/works/OL1211011W,103,1920,Low
Theme Sets. Ice,National Geographic Learning,2006,58,Science,/works/OL26543324W,19,2000,Low
Mein Weltbild,Albert Einstein,1934,58,Science,/works/OL1214254W,91,1930,Low
The Nature of the Physical World,Arthur Stanley Eddington,1928,57,Science,/works/OL1107462W,97,1920,Low
The Human Zoo,Desmond Morris,1705,57,Science,/works/OL104152W,320,1700,Low
A short history of nearly everything,Bill Bryson,2003,57,Science,/works/OL74128W,22,2000,Low
Biology,Neil Alexander Campbell,1987,57,Science,/works/OL1983087W,38,1980,Low
"[Gasoline motor-boat for customs service at Corpus Christi, Texas.]",United States. Congress. House. Committee on Appropriations,1876,57,Science,/works/OL10850294W,149,1870,Low
Silent Spring,Rachel Carson,1962,57,Science,/works/OL1884862W,63,1960,Low
The atmosphere,Frederick K. Lutgens,1979,56,Science,/works/OL29602W,46,1970,Low
Science and education,Thomas Henry Huxley,1893,56,Science,/works/OL1102962W,132,1890,Low
Physics for scientists and engineers,Paul A. Tipler,1990,56,Science,/works/OL1984422W,35,1990,Low
Progress in nucleic acid research and molecular biology,Waldo E. Cohn,1974,52,Science,/works/OL16974146W,51,1970,Low
The works of Francis Bacon,Francis Bacon,1740,52,Science,/works/OL69455W,285,1740,Low
Novum organum,Francis Bacon,1620,52,Science,/works/OL69399W,405,1620,Low
Literary works of Leonardo da Vinci,Leonardo da Vinci,1883,51,Science,/works/OL695407W,142,1880,Low
Differentiating Instruction with Menus for the Inclusive Classroom,Laurie E. Westphal,2010,50,Science,/works/OL21250459W,15,2010,Low
Recherches sur les substances radioactives,Marie Curie,1903,50,Science,/works/OL723624W,122,1900,Low
Progress in inorganic chemistry,Henry Taube,1983,49,Science,/works/OL19169979W,42,1980,Low
Longitude,Dava Sobel,1995,49,Science,/works/OL265465W,30,1990,Low
"Discovery Education Elementary School Science Techbook, National",Discovery Education,2023,48,Science,/works/OL35788644W,2,2020,Low
The principles of science,William Stanley Jevons,1874,47,Science,/works/OL4764092W,151,1870,Low
The Structure of Scientific Revolutions,Thomas S. Kuhn,1955,47,Science,/works/OL3259254W,70,1950,Low
Sitzungsberichte der Philosophisch-historischen Classe,"Kaiserlichen Akademie der Wissenschaften in Wien, Mathematisch-Naturwissenschaftliche Klasse",1848,47,Science,/works/OL15705000W,177,1840,Low
Fundamentals Of Electricity And Magnetism,McGraw-Hill,2001,47,Science,/works/OL14996328W,24,2000,Low
The Currents of Space,Isaac Asimov,1952,46,Science,/works/OL46385W,73,1950,Low
Inquiries into human faculty and its development,Sir Francis Galton,1883,46,Science,/works/OL3370378W,142,1880,Low
"International catalogue of scientific literature, 1901-1914",Royal Society of London,1901,45,Science,/works/OL16456531W,124,1900,Low
The Nation's report card,Anthony D. Lutkus,2001,45,Science,/works/OL23896963W,24,2000,Low
"The cyclopaedia ; or, universal dictionary of arts, sciences and literature",Abraham Rees,1810,44,Science,/works/OL24893135W,215,1810,Low
Zhongguo zao qi ke ji qi kan hui bian,Yasha Jiang,2008,44,Science,/works/OL32337120W,17,2000,Low
Conjectures and refutations,Karl Popper,1962,44,Science,/works/OL1984581W,63,1960,Low
What If?,Randall Munroe,1980,44,Science,/works/OL17095301W,45,1980,Low
Advances in virus research,Karl Maramorosch,1986,43,Science,/works/OL24320233W,39,1980,Low
21st Century Nanoscience - a Handbook,Klaus D. Sattler,2019,43,Science,/works/OL20743382W,6,2010,Low
A star atlas and telescopic handbook (epoch 1920),Arthur P. Norton,1910,43,Science,/works/OL4780748W,115,1910,Low
Progress in Inorganic Chemistry,Kenneth D. Karlin,2003,42,Science,/works/OL20438736W,22,2000,Low
Exploring Science,Mark Levesley,2001,42,Science,/works/OL19322823W,24,2000,Low
Mendel's principles of heredity,William Bateson,1902,42,Science,/works/OL1111441W,123,1900,Low
The Child's Book of Nature: for the use of families and schools : intended to aid mothers and ..,Worthington Hooker,1857,41,Science,/works/OL7099987W,168,1850,Low
Prey,Michael Crichton,2002,65,Technology,/works/OL46883W,23,2000,Low
"Engineering Mechanics, Statics & Dynamics",R. C. Hibbeler,1974,55,Technology,/works/OL1865037W,51,1970,Low
State of Fear,Michael Crichton,2004,51,Technology,/works/OL46914W,21,2000,Low
One-Dimensional Man,Herbert Marcuse,1963,48,Technology,/works/OL98205W,62,1960,Low
Understanding Media,Marshall McLuhan,1964,47,Technology,/works/OL871783W,61,1960,Low
Upgrading and repairing PCs,Scott Mueller,1988,44,Technology,/works/OL65487W,37,1980,Low
The Human Condition,Hannah Arendt,1958,42,Technology,/works/OL10460638W,67,1950,Low
"The Arms of Krupp, 1587-1968",William Manchester,1964,41,Technology,/works/OL4116630W,61,1960,Low
Transactions on Engineering Technologies,Sio-Iong Ao,2013,40,Technology,/works/OL20667190W,12,2010,Low
ההיסטוריה של המחר,Yuval Noah Harari,2015,39,Technology,/works/OL17641518W,10,2010,Low
The Circle,Dave Eggers,2013,38,Technology,/works/OL16808654W,12,2010,Low
C++ how to program,Harvey M. Deitel,1992,38,Technology,/works/OL1753945W,33,1990,Low
Red Storm Rising,Tom Clancy,1983,35,Technology,/works/OL159642W,42,1980,Low
"Henley's twentieth century formulas, recipes and processes",Gardner Dexter Hiscox,1907,34,Technology,/works/OL6728730W,118,1900,Low
Elon Musk,Ashlee Vance,2013,34,Technology,/works/OL17184556W,12,2010,Low
Machinerys Handbook,Erik Oberg,1959,33,Technology,/works/OL7707183W,66,1950,Low
Reckless,Cornelia Funke,2010,33,Technology,/works/OL15371140W,15,2010,Low
Anticipations of the reaction of mechanical and scientific progress upon human life and thought,H. G. Wells,1902,32,Technology,/works/OL52202W,123,1900,Low
Das Finanzkapital,Rudolf Hilferding,1904,31,Technology,/works/OL5638486W,121,1900,Low
Bridge engineering handbook,Wai-Kai Chen,1999,29,Technology,/works/OL19323086W,26,1990,Low
Report by H.M. Inspectors,Great Britain. Welsh Office. Education Department. Inspectorate.,1992,29,Technology,/works/OL10859101W,33,1990,Low
Knight's American mechanical dictionary,Edward Henry Knight,1800,28,Technology,/works/OL231537W,225,1800,Low
Feed,M. T. Anderson,2002,27,Technology,/works/OL112043W,23,2000,Low
Contemporary Logistics in China,Bing-lian Liu,2012,26,Technology,/works/OL20707676W,13,2010,Low
ESD,Steven H. Voldman,2005,26,Technology,/works/OL5853011W,20,2000,Low
The Way Things Work,David Macaulay,1988,26,Technology,/works/OL15130328W,37,1980,Low
The Human Use of Human Beings,Norbert Wiener,1950,26,Technology,/works/OL4307570W,75,1950,Low
507 Mechanical Movements,Henry T. Brown,1991,24,Technology,/works/OL2590980W,34,1990,Low
Digital Electronics,William Kleitz,1987,24,Technology,/works/OL1814389W,38,1980,Low
Industrial Society and Its Future,Theodore Kaczynski,1995,24,Technology,/works/OL9003449W,30,1990,Low
Die Revolution der Hoffnung,Erich Fromm,1968,24,Technology,/works/OL1184898W,57,1960,Low
Science in history,J. D. Bernal,1954,24,Technology,/works/OL1320050W,71,1950,Low
The Boy Who Harnessed the Wind,William Kamkwamba,2009,23,Technology,/works/OL15190422W,16,2000,Low
Sensory evaluation techniques,Morten Meilgaard,1987,23,Technology,/works/OL4459896W,38,1980,Low
A dictionary of scientific terms,I. F. Henderson,1920,23,Technology,/works/OL1384585W,105,1920,Low
Ssu-chʻuan sheng chih,Sichuan Sheng di fang zhi bian zuan wei yuan hui,1992,23,Technology,/works/OL19247373W,33,1990,Low
Science in a Technical World,American Chemical Society,1999,22,Technology,/works/OL8373209W,26,1990,Low
Der Mensch und die Technik,Oswald Spengler,1931,22,Technology,/works/OL3392000W,94,1930,Low
Science and civilisation in China,Joseph Needham,1954,22,Technology,/works/OL1186505W,71,1950,Low
Science and Human Values,Jacob Bronowski,1956,22,Technology,/works/OL276126W,69,1950,Low
"Treaties, etc",Soviet Union.,1973,22,Technology,/works/OL800274W,52,1970,Low
The Long Tail,Chris Anderson,2006,22,Technology,/works/OL4091759W,19,2000,Low
Quaternary of South America and Antarctic Peninsula,Jorge Rabassa,1998,21,Technology,/works/OL21271644W,27,1990,Low
Modern control systems,Richard C. Dorf,1967,21,Technology,/works/OL1874294W,58,1960,Low
Dance music manual,Rick Snoman,2012,21,Technology,/works/OL19974579W,13,2010,Low
Crossing the Chasm,Geoffrey A. Moore,1991,21,Technology,/works/OL30695W,34,1990,Low
