Title,Author,Publish Year,Edition Count,Subject,Work ID,Book Age,Publication Decade,Edition Category
Oliver Twist,Charles Dickens,1822,2209,History,/works/OL8193478W,203,1820,High
A Tale of Two Cities,Charles Dickens,1800,2060,History,/works/OL8193465W,225,1800,High
Macbeth,William Shakespeare,1508,1866,History,/works/OL258902W,517,1500,High
The Call of the Wild,Jack London,1903,1700,History,/works/OL14942956W,122,1900,High
The Secret Garden,Frances Hodgson Burnett,1911,1594,History,/works/OL69612W,114,1910,High
Don Quijote de la Mancha,Miguel de Cervantes Saavedra,1600,1594,History,/works/OL503666W,425,1600,High
Madame Bovary,Gustave Flaubert,1856,1558,History,/works/OL893707W,169,1850,High
The Art of War,孙武 (Sun Tzu),1900,1542,History,/works/OL244537W,125,1900,High
Great Expectations,Charles Dickens,1861,1489,History,/works/OL8721462W,164,1860,High
Julius Caesar,William Shakespeare,1656,1477,History,/works/OL362702W,369,1650,High
La Divina Commedia,Dante Alighieri,1472,1339,History,/works/OL93082W,553,1470,High
The Hound of the Baskervilles,Arthur Conan Doyle,1900,1309,History,/works/OL262454W,125,1900,High
Anne of Green Gables,Lucy Maud Montgomery,1908,1299,History,/works/OL77746W,117,1900,High
Преступление и наказание,Fyodor Dostoyevsky,1866,1179,History,/works/OL166894W,159,1860,High
Three Men in a Boat (to say nothing of the dog),Jerome Klapka Jérôme,1889,1137,History,/works/OL1793164W,136,1880,High
The Adventures of Sherlock Holmes [12 stories],Arthur Conan Doyle,1892,1132,History,/works/OL262421W,133,1890,High
The Taming of the Shrew,William Shakespeare,1631,1126,History,/works/OL362690W,394,1630,High
Moby Dick,Herman Melville,1851,1116,History,/works/OL102749W,174,1850,High
Moll Flanders,Daniel Defoe,1722,1114,History,/works/OL45139W,303,1720,High
Les Trois Mousquetaires,Alexandre Dumas,1844,1104,History,/works/OL36861W,181,1840,High
Candide,Voltaire,1746,1079,History,/works/OL100672W,279,1740,High
Narrative of the life of Frederick Douglass,Frederick Douglass,1845,1032,History,/works/OL69178W,180,1840,High
Twelve years a slave,Solomon Northup,1853,1029,History,/works/OL78871W,172,1850,High
Hard Times,Charles Dickens,1854,1028,History,/works/OL8193387W,171,1850,High
The Legend of Sleepy Hollow,Washington Irving,1820,1017,History,/works/OL63985W,205,1820,High
Troilus and Cressida,William Shakespeare,1609,992,History,/works/OL362685W,416,1600,High
The Railway Children,Edith Nesbit,1900,985,History,/works/OL99509W,125,1900,High
Romeo and Juliet,William Shakespeare,1597,985,History,/works/OL362427W,428,1590,High
Antony and Cleopatra,William Shakespeare,1734,949,History,/works/OL362695W,291,1730,High
Kim,Rudyard Kipling,1901,934,History,/works/OL19908W,124,1900,High
The Adventures of Tom Sawyer,Mark Twain,1817,879,History,/works/OL53919W,208,1810,High
The Last of the Mohicans,James Fenimore Cooper,1826,864,History,/works/OL77958W,199,1820,High
David Copperfield,Charles Dickens,1800,846,History,/works/OL8662242W,225,1800,High
King Richard II,William Shakespeare,1597,840,History,/works/OL362665W,428,1590,High
Записки изъ подполья,Fyodor Dostoyevsky,1864,837,History,/works/OL21025633W,161,1860,High
My Ántonia,Willa Cather,1818,832,History,/works/OL12791W,207,1810,High
The Old Curiosity Shop,Charles Dickens,1800,825,History,/works/OL14869167W,225,1800,High
Anne's House of Dreams,Lucy Maud Montgomery,1917,822,History,/works/OL77764W,108,1910,High
The Merchant of Venice,William Shakespeare,1600,818,History,/works/OL258758W,425,1600,High
Anne of Avonlea,Lucy Maud Montgomery,1909,813,History,/works/OL77744W,116,1900,High
πολιτεία,Plato,1554,794,History,/works/OL51831W,471,1550,High
A Connecticut Yankee in King Arthur's Court,Mark Twain,1889,788,History,/works/OL54031W,136,1880,High
"Henry IV, Part 1",William Shakespeare,1598,782,History,/works/OL1348798W,427,1590,High
Anne of the Island,Lucy Maud Montgomery,1915,781,History,/works/OL77748W,110,1910,High
Coriolanus,William Shakespeare,1734,780,History,/works/OL362166W,291,1730,High
Richard III,William Shakespeare,1597,759,History,/works/OL362684W,428,1590,High
Leaves of Grass,Walt Whitman,1855,755,History,/works/OL16333W,170,1850,High
The Prince and the Pauper,Mark Twain,1881,755,History,/works/OL53994W,144,1880,High
Metamorfosi,Ovid,1474,747,History,/works/OL97727W,551,1470,High
Aeneis,Publius Vergilius Maro,1592,721,History,/works/OL47087W,433,1590,High
King Henry VIII,William Shakespeare,1670,718,History,/works/OL361246W,355,1670,High
The Comedy of Errors,William Shakespeare,1734,715,History,/works/OL362679W,291,1730,High
Decamerone,Giovanni Boccaccio,1516,700,History,/works/OL7180368W,509,1510,High
The Autobiography of Benjamin Franklin,Benjamin Franklin,1791,679,History,/works/OL26492W,234,1790,High
The Jungle,Upton Sinclair,1707,673,History,/works/OL114967W,318,1700,High
The Story of the Treasure Seekers,Edith Nesbit,1899,653,History,/works/OL99522W,126,1890,High
The Woman in White,Wilkie Collins,1859,653,History,/works/OL176045W,166,1850,High
War and Peace,Лев Толстой,1864,644,History,/works/OL267171W,161,1860,High
The Red Badge of Courage,Stephen Crane,1855,639,History,/works/OL20844W,170,1850,High
Henry V,William Shakespeare,1600,631,History,/works/OL361466W,425,1600,High
Silas Marner,George Eliot,1800,628,History,/works/OL20874W,225,1800,High
O Pioneers!,Willa Cather,1913,613,History,/works/OL12795W,112,1910,High
Ulysses,James Joyce,1914,612,History,/works/OL86318W,111,1910,High
Goldsmith's The vicar of Wakefield,Oliver Goldsmith,1111,609,History,/works/OL890896W,914,1110,High
The Scarlet Pimpernel,Emma Orczy,1900,591,History,/works/OL1253285W,125,1900,High
The Blithedale Romance,Nathaniel Hawthorne,1852,571,History,/works/OL455512W,173,1850,High
Ab urbe condita,Titus Livius,1481,558,History,/works/OL1261147W,544,1480,High
Lorna Doone,R. D. Blackmore,1656,556,History,/works/OL3686133W,369,1650,High
La chartreuse de Parme,Stendhal,1800,554,History,/works/OL733285W,225,1800,High
Pollyanna,Eleanor Hodgman Porter,1912,552,History,/works/OL2775807W,113,1910,High
Orthodoxy,Gilbert Keith Chesterton,1874,551,History,/works/OL76350W,151,1870,High
Saint Francis of Assisi,Gilbert Keith Chesterton,1923,547,History,/works/OL76399W,102,1920,High
Book of common prayer,Church of England,1537,545,History,/works/OL769120W,488,1530,High
De rerum natura,Titus Lucretius Carus,1486,537,History,/works/OL1548597W,539,1480,High
The Jungle Book,Rudyard Kipling,1893,536,History,/works/OL19870W,132,1890,High
The Riddle of the Sands,Erskine Childers,1903,532,History,/works/OL23797W,122,1900,High
The Man Who Was Thursday,Gilbert Keith Chesterton,1908,1105,Mystery,/works/OL76487W,117,1900,High
The Mysterious Affair at Styles,Agatha Christie,1920,1091,Mystery,/works/OL472715W,105,1920,High
The Secret Adversary,Agatha Christie,1922,800,Mystery,/works/OL471789W,103,1920,High
The mystery of Edwin Drood,Charles Dickens,1870,598,Mystery,/works/OL8763148W,155,1870,High
His Last Bow [8 stories],Arthur Conan Doyle,1917,583,Mystery,/works/OL262452W,108,1910,High
Greenmantle,John Buchan,1915,521,Mystery,/works/OL76501W,110,1910,High
Basil,Wilkie Collins,1852,417,Mystery,/works/OL176086W,173,1850,Medium
The Law and the Lady,Wilkie Collins,1875,384,Mystery,/works/OL176081W,150,1870,Medium
Trent's Last Case,E. C. Bentley,1900,356,Mystery,/works/OL1315930W,125,1900,Medium
Prester John,John Buchan,1900,339,Mystery,/works/OL76595W,125,1900,Medium
Whose Body?,Dorothy L. Sayers,1923,319,Mystery,/works/OL2234917W,102,1920,Medium
The Black Robe,Wilkie Collins,1881,303,Mystery,/works/OL176068W,144,1880,Medium
Murder on the Links,Agatha Christie,1923,272,Mystery,/works/OL472073W,102,1920,Medium
Armadale,Wilkie Collins,1866,261,Mystery,/works/OL176085W,159,1860,Medium
Fifty Candles,Earl Derr Biggers,1926,258,Mystery,/works/OL6438811W,99,1920,Medium
The Angel of Terror,Edgar Wallace,1923,254,Mystery,/works/OL1518053W,102,1920,Medium
Murder on the Orient Express,Agatha Christie,1933,247,Mystery,/works/OL471576W,92,1930,Medium
No name,Wilkie Collins,1862,236,Mystery,/works/OL176090W,163,1860,Medium
The Amateur Cracksman,E. W. Hornung,1899,223,Mystery,/works/OL250352W,126,1890,Medium
The Murder of Roger Ackroyd,Agatha Christie,1926,220,Mystery,/works/OL471932W,99,1920,Medium
The After House,Mary Roberts Rinehart,1914,203,Mystery,/works/OL137397W,111,1910,Medium
The Da Vinci Code,Dan Brown,2003,203,Mystery,/works/OL76837W,22,2000,Medium
The Man in the Brown Suit,Agatha Christie,1924,201,Mystery,/works/OL472549W,101,1920,Medium
The legacy of Cain,Wilkie Collins,1859,187,Mystery,/works/OL176076W,166,1850,Medium
The Circular Staircase,Mary Roberts Rinehart,1908,182,Mystery,/works/OL137396W,117,1900,Medium
The Paradise Mystery,Joseph Smith Fletcher,1920,174,Mystery,/works/OL1797752W,105,1920,Medium
Tales of Terror and Mystery,Arthur Conan Doyle,1963,168,Mystery,/works/OL262586W,62,1960,Medium
The dead secret,Wilkie Collins,1857,167,Mystery,/works/OL176087W,168,1850,Medium
The Lodger,Marie Belloc Lowndes,1913,163,Mystery,/works/OL1172118W,112,1910,Medium
R. Holmes & Co.,John Kendrick Bangs,1906,156,Mystery,/works/OL1868679W,119,1900,Medium
L'affaire Lerouge,Émile Gaboriau,1800,148,Mystery,/works/OL1546094W,225,1800,Medium
The A.B.C. Murders,Agatha Christie,1936,142,Mystery,/works/OL471509W,89,1930,Medium
The Queen of Hearts,Wilkie Collins,1859,141,Mystery,/works/OL176073W,166,1850,Medium
4:50 from Paddington,Agatha Christie,1957,140,Mystery,/works/OL471500W,68,1950,Medium
The daffodil murder,Edgar Wallace,1921,137,Mystery,/works/OL1517945W,104,1920,Medium
The Mysterious Key And What It Opened,Louisa May Alcott,2004,129,Mystery,/works/OL30040W,21,2000,Medium
Dead Men Tell No Tales,E. W. Hornung,1899,128,Mystery,/works/OL250350W,126,1890,Medium
The Body in the Library,Agatha Christie,1942,127,Mystery,/works/OL471610W,83,1940,Medium
The Murder at the Vicarage,Agatha Christie,1930,127,Mystery,/works/OL471895W,95,1930,Medium
The Guilty River,Wilkie Collins,1886,126,Mystery,/works/OL176066W,139,1880,Medium
The Mirror Crack'd from Side to Side,Agatha Christie,1960,126,Mystery,/works/OL471990W,65,1960,Medium
A Murder Is Announced,Agatha Christie,1950,126,Mystery,/works/OL471771W,75,1950,Medium
The Big Four,Agatha Christie,1927,121,Mystery,/works/OL471947W,98,1920,Medium
The Secret of Chimneys,Agatha Christie,1925,121,Mystery,/works/OL472542W,100,1920,Medium
Evil Under the Sun,Agatha Christie,1941,120,Mystery,/works/OL472049W,84,1940,Medium
The house by the church-yard,Sheridan Le Fanu,1863,118,Mystery,/works/OL2895540W,162,1860,Medium
Sleeping Murder,Agatha Christie,1940,117,Mystery,/works/OL472250W,85,1940,Medium
The Moving Finger,Agatha Christie,1942,115,Mystery,/works/OL471905W,83,1940,Medium
The Talleyrand Maxim,Joseph Smith Fletcher,1920,115,Mystery,/works/OL1797757W,105,1920,Medium
The Dead Alive,Wilkie Collins,1874,114,Mystery,/works/OL176060W,151,1870,Medium
They Do It with Mirrors,Agatha Christie,1952,114,Mystery,/works/OL471871W,73,1950,Medium
After the Funeral,Agatha Christie,1953,114,Mystery,/works/OL471943W,72,1950,Medium
At Bertram's Hotel,Agatha Christie,1965,114,Mystery,/works/OL265415W,60,1960,Medium
Crooked House,Agatha Christie,1949,113,Mystery,/works/OL471891W,76,1940,Medium
Lord Edgware Dies,Agatha Christie,1933,113,Mystery,/works/OL471767W,92,1930,Medium
Curtain,Agatha Christie,1975,112,Mystery,/works/OL472470W,50,1970,Medium
Appointment with Death,Agatha Christie,1938,111,Mystery,/works/OL471667W,87,1930,Medium
Peril at End House,Agatha Christie,1932,111,Mystery,/works/OL472165W,93,1930,Medium
Five Little Pigs,Agatha Christie,1942,110,Mystery,/works/OL471666W,83,1940,Medium
Elephants Can Remember,Agatha Christie,1969,110,Mystery,/works/OL471776W,56,1960,Medium
Hercule Poirot's Christmas,Agatha Christie,1939,110,Mystery,/works/OL471841W,86,1930,Medium
"At the Villa Rose, in Four acts",A. E. W. Mason,1900,108,Mystery,/works/OL532399W,125,1900,Medium
Murder in Mesopotamia,Agatha Christie,1936,108,Mystery,/works/OL472572W,89,1930,Medium
The Curious Incident of the Dog in the Night-Time,Mark Haddon,2002,108,Mystery,/works/OL2965102W,23,2000,Medium
"I Say No Or, The Love-Letter Answered And Other Stories",Wilkie Collins,1800,107,Mystery,/works/OL176023W,225,1800,Medium
Cards on the Table,Agatha Christie,1936,107,Mystery,/works/OL471637W,89,1930,Medium
The Hollow,Agatha Christie,1946,107,Mystery,/works/OL472526W,79,1940,Medium
Death in the Clouds,Agatha Christie,1935,107,Mystery,/works/OL472324W,90,1930,Medium
A Caribbean Mystery,Agatha Christie,1964,107,Mystery,/works/OL472458W,61,1960,Medium
The Franchise Affair (Inspector Alan Grant #3),Josephine Tey,1948,105,Mystery,/works/OL80946W,77,1940,Medium
"One, Two, Buckle My Shoe",Agatha Christie,1940,104,Mystery,/works/OL471702W,85,1940,Medium
The Evil Genius. A Domestis Story,Wilkie Collins,1800,103,Mystery,/works/OL176021W,225,1800,Medium
Murder in Three Acts,Agatha Christie,1934,103,Mystery,/works/OL471765W,91,1930,Medium
Nemesis,Agatha Christie,1970,103,Mystery,/works/OL472594W,55,1970,Medium
Hallowe'en Party,Agatha Christie,1969,100,Mystery,/works/OL471832W,56,1960,Low
The Frozen Deep,Wilkie Collins,1800,99,Mystery,/works/OL176074W,225,1800,Low
The Clocks,Agatha Christie,1963,99,Mystery,/works/OL471670W,62,1960,Low
Third Girl,Agatha Christie,1966,99,Mystery,/works/OL472536W,59,1960,Low
The Four Pools Mystery,Jean Webster,1908,98,Mystery,/works/OL4322161W,117,1900,Low
Jezebel's Daughter,Wilkie Collins,1880,98,Mystery,/works/OL176075W,145,1880,Low
Dumb Witness,Agatha Christie,1937,97,Mystery,/works/OL472189W,88,1930,Low
Cat Among the Pigeons,Agatha Christie,1959,96,Mystery,/works/OL471641W,66,1950,Low
They Came to Baghdad,Agatha Christie,1951,95,Mystery,/works/OL472215W,74,1950,Low
The Bobbsey Twins,Laura Lee Hope,1904,94,Mystery,/works/OL4072567W,121,1900,Low
The Firm,John Grisham,1991,94,Mystery,/works/OL76972W,34,1990,Low
The Thirteen Problems,Agatha Christie,1932,93,Mystery,/works/OL471921W,93,1930,Low
The Seven Dials Mystery,Agatha Christie,1920,91,Mystery,/works/OL471784W,105,1920,Low
The Green Mile,Stephen King,1996,91,Mystery,/works/OL81629W,29,1990,Low
Ἰλιάς,Όμηρος,1505,1084,Adventure,/works/OL61981W,520,1500,High
The Prisoner of Zenda,Anthony Hope,1800,627,Adventure,/works/OL245401W,225,1800,High
The Coral Island,Robert Michael Ballantyne,1858,473,Adventure,/works/OL2319934W,167,1850,Medium
Cleopatra,H. Rider Haggard,1881,359,Adventure,/works/OL17531W,144,1880,Medium
"Le vicomte de Bragelonne, ou, dix ans plus tard",Alexandre Dumas,1848,356,Adventure,/works/OL36738W,177,1840,Medium
Kidnapped,Robert Louis Stevenson,1886,352,Adventure,/works/OL24166W,139,1880,Medium
Huntingtower,John Buchan,1910,293,Adventure,/works/OL76597W,115,1910,Medium
David Balfour,Robert Louis Stevenson,1883,280,Adventure,/works/OL24163W,142,1880,Medium
"Tom Sawyer, Detective",Mark Twain,1897,276,Adventure,/works/OL54147W,128,1890,Medium
Vingt ans apres̀,Alexandre Dumas,1800,268,Adventure,/works/OL36462W,225,1800,Medium
The Old Man in the Corner,Emma Orczy,1908,215,Adventure,/works/OL1253282W,117,1900,Medium
The master of Ballantrae,Robert Louis Stevenson,1888,205,Adventure,/works/OL24164W,137,1880,Medium
The three hostages,John Buchan,1924,204,Adventure,/works/OL76591W,101,1920,Medium
The Sea-Hawk,Rafael Sabatini,1900,201,Adventure,/works/OL8070951W,125,1900,Medium
Lord of the Flies,William Golding,1954,191,Adventure,/works/OL455327W,71,1950,Medium
Tarzan the Untamed (Book #7),Edgar Rice Burroughs,1920,178,Adventure,/works/OL1418112W,105,1920,Medium
The Four Just Men,Edgar Wallace,1905,177,Adventure,/works/OL1517879W,120,1900,Medium
Room 13,Edgar Wallace,1920,171,Adventure,/works/OL1517919W,105,1920,Medium
Tarzan the Terrible (#8),Edgar Rice Burroughs,1921,158,Adventure,/works/OL1418108W,104,1920,Medium
Tarzan and the Jewels of Opar,Edgar Rice Burroughs,1916,135,Adventure,/works/OL1418248W,109,1910,Medium
The door with seven locks,Edgar Wallace,1926,119,Adventure,/works/OL1517869W,99,1920,Medium
The black gang,H. C. McNeile,1922,115,Adventure,/works/OL241903W,103,1920,Medium
The avenger,Edgar Wallace,1924,109,Adventure,/works/OL1518031W,101,1920,Medium
Bulldog Drummond,H. C. McNeile,1919,101,Adventure,/works/OL241909W,106,1910,Medium
The Boy in the Striped Pyjamas,John Boyne,2006,98,Adventure,/works/OL5840870W,19,2000,Low
"The nigger of the ""Narcissus""",Joseph Conrad,1897,93,Adventure,/works/OL38815W,128,1890,Low
The Council of Justice,Edgar Wallace,1920,91,Adventure,/works/OL1518049W,105,1920,Low
The Magic Walking-Stick,John Buchan,1932,90,Adventure,/works/OL76561W,93,1930,Low
The Boxcar Children,Gertrude Chandler Warner,1924,87,Adventure,/works/OL24656586W,101,1920,Low
Five on a Treasure Island,Enid Blyton,1942,85,Adventure,/works/OL1948704W,83,1940,Low
The Road,Cormac McCarthy,2006,84,Adventure,/works/OL40873W,19,2000,Low
Novels (The Call of the Wild / White Fang),Jack London,1962,82,Adventure,/works/OL144709W,63,1960,Low
Winnetou,Karl May,1893,80,Adventure,/works/OL83012W,132,1890,Low
The secret house,Edgar Wallace,1919,78,Adventure,/works/OL1517998W,106,1910,Low
The just men of Cordova,Edgar Wallace,1917,76,Adventure,/works/OL1517988W,108,1910,Low
The Name of the Wind,Patrick Rothfuss,2007,76,Adventure,/works/OL8479867W,18,2000,Low
Bulldog Drummond at bay,H. C. McNeile,1935,71,Adventure,/works/OL92777W,90,1930,Low
The Odessa file,Frederick Forsyth,1842,71,Adventure,/works/OL15411113W,183,1840,Low
The Man Who Knew,Edgar Wallace,1918,70,Adventure,/works/OL1518038W,107,1910,Low
The Mind Of Mr J Reeder,Edgar Wallace,1925,67,Adventure,/works/OL1517904W,100,1920,Low
Blue Hand,Edgar Wallace,1923,67,Adventure,/works/OL1517852W,102,1920,Low
Tarzan the Invincible,Edgar Rice Burroughs,1931,66,Adventure,/works/OL1418089W,94,1930,Low
The Phantom Tollbooth,Norton Juster,1961,64,Adventure,/works/OL1636262W,64,1960,Low
Terror Keep,Edgar Wallace,1927,59,Adventure,/works/OL1518029W,98,1920,Low
The Son of Tarzan,Edgar Rice Burroughs,1915,59,Adventure,/works/OL1418250W,110,1910,Low
Caddie Woodlawn,Carol Ryrie Brink,1935,56,Adventure,/works/OL265984W,90,1930,Low
The clue of the new pin,Edgar Wallace,1923,56,Adventure,/works/OL1518047W,102,1920,Low
The Lost Hero,Rick Riordan,2010,52,Adventure,/works/OL15401200W,15,2010,Low
Wizard's First Rule,Terry Goodkind,1994,52,Adventure,/works/OL2010436W,31,1990,Low
The Law of The Four Just Men,Edgar Wallace,1931,51,Adventure,/works/OL1517886W,94,1930,Low
Eaters of the Dead,Michael Crichton,1976,50,Adventure,/works/OL46873W,49,1970,Low
El Amo Del Juego/Masters of the Game,Sidney Sheldon,1905,50,Adventure,/works/OL1881658W,120,1900,Low
Sir Percy hits back,Emma Orczy,1927,49,Adventure,/works/OL8125148W,98,1920,Low
The Killer Angels,Michael Shaara,1974,49,Adventure,/works/OL82664W,51,1970,Low
Congo,Michael Crichton,1980,49,Adventure,/works/OL46913W,45,1980,Low
A Dance With Dragons,George R. R. Martin,2008,49,Adventure,/works/OL1955906W,17,2000,Low
The three just men,Edgar Wallace,1929,47,Adventure,/works/OL1518003W,96,1920,Low
Haroun and the Sea of Stories,Salman Rushdie,1990,46,Adventure,/works/OL457172W,35,1990,Low
Kometen kommer (Kometjakten),Tove Jansson,1946,44,Adventure,/works/OL2195985W,79,1940,Low
My Name is Aram,William Saroyan,1937,44,Adventure,/works/OL1442072W,88,1930,Low
The Final Empire,Brandon Sanderson,2001,44,Adventure,/works/OL5738148W,24,2000,Low
The Defiant Agents,Andre Norton,1962,43,Adventure,/works/OL473243W,63,1960,Low
The Wolves of Willoughby Chase (Wolves #1),Joan Aiken,1911,41,Adventure,/works/OL262048W,114,1910,Low
Floodtide,Frank Yerby,1950,40,Adventure,/works/OL4906729W,75,1950,Low
Ready Player One,Ernest Cline,2008,40,Adventure,/works/OL15936512W,17,2000,Low
The final count,H. C. McNeile,1926,39,Adventure,/works/OL241906W,99,1920,Low
Dragonsong,Anne McCaffrey,1976,39,Adventure,/works/OL73385W,49,1970,Low
Claudius Bombarnac,Jules Verne,1892,39,Adventure,/works/OL1099309W,133,1890,Low
Bulldog Drummond strikes back,H. C. McNeile,1933,38,Adventure,/works/OL92781W,92,1930,Low
The Loving Spirit,Daphne du Maurier,1931,38,Adventure,/works/OL36622W,94,1930,Low
The Mayor of Casterbridge,Thomas Hardy,1800,676,Horror,/works/OL8193406W,225,1800,High
Herland,Charlotte Perkins Gilman,1915,627,Horror,/works/OL2771987W,110,1910,High
Bram Stoker's Dracula omnibus,Bram Stoker,1897,598,Horror,/works/OL85875W,128,1890,High
Carmilla,Sheridan Le Fanu,1871,571,Horror,/works/OL2895536W,154,1870,High
The Turn of the Screw,Henry James,1898,563,Horror,/works/OL276386W,127,1890,High
The Great God Pan,Arthur Machen,1894,431,Horror,/works/OL3388961W,131,1890,Medium
Dracula's Guest and Other Weird Stories,Bram Stoker,1937,387,Horror,/works/OL85889W,88,1930,Medium
The White People,Arthur Machen,2004,247,Horror,/works/OL3388994W,21,2000,Medium
The Fall of the House of Usher,Edgar Allan Poe,1704,237,Horror,/works/OL41078W,321,1700,Medium
"Dracula's guest, and other weird stories",Bram Stoker,1914,171,Horror,/works/OL85864W,111,1910,Medium
The Vampyre,John William Polidori,1819,149,Horror,/works/OL3625242W,206,1810,Medium
Tales of the Grotesque and Arabesque,Edgar Allan Poe,1840,146,Horror,/works/OL41041W,185,1840,Medium
Carrie,Stephen King,1974,118,Horror,/works/OL81626W,51,1970,Medium
The Damned,Algernon Blackwood,2002,106,Horror,/works/OL2700643W,23,2000,Medium
Misery,Stephen King,1978,99,Horror,/works/OL81634W,47,1970,Low
The Shining,Stephen King,1977,97,Horror,/works/OL81633W,48,1970,Low
It,Stephen King,1986,95,Horror,/works/OL81613W,39,1980,Low
Pet Sematary,Stephen King,1983,92,Horror,/works/OL81631W,42,1980,Low
In the Midst of Life. Tales of Civilians,Ambrose Bierce,1891,86,Horror,/works/OL7973293W,134,1890,Low
The Masque of the Red Death,Edgar Allan Poe,1922,85,Horror,/works/OL41050W,103,1920,Low
The Stand,Stephen King,1978,85,Horror,/works/OL81618W,47,1970,Low
Cujo,Stephen King,1981,81,Horror,/works/OL81610W,44,1980,Low
Firestarter,Stephen King,1980,78,Horror,/works/OL81623W,45,1980,Low
The Exorcist,William Peter Blatty,1971,77,Horror,/works/OL927199W,54,1970,Low
"The Haunted and the Haunters, Or, The House and the Brain","Edward Bulwer Lytton, Baron Lytton",1800,73,Horror,/works/OL8088702W,225,1800,Low
Skeleton crew,Stephen King,1985,73,Horror,/works/OL81627W,40,1980,Low
The Tell-Tale Heart,Edgar Allan Poe,1958,71,Horror,/works/OL41059W,67,1950,Low
Needful Things,Stephen King,1991,67,Horror,/works/OL81607W,34,1990,Low
The talisman,Stephen King,1925,66,Horror,/works/OL81599W,100,1920,Low
Night Shift,Stephen King,1960,65,Horror,/works/OL81608W,65,1960,Low
The Eyes of the Dragon,Stephen King,1959,65,Horror,/works/OL81602W,66,1950,Low
Christine,Stephen King,1983,64,Horror,/works/OL81619W,42,1980,Low
Four Past Midnight,Stephen King,1990,64,Horror,/works/OL81606W,35,1990,Low
The Day of the Triffids,John Wyndham,1951,63,Horror,/works/OL1911336W,74,1950,Low
Thinner,Stephen King,1984,62,Horror,/works/OL149210W,41,1980,Low
The Dark Half,Stephen King,1989,61,Horror,/works/OL81620W,36,1980,Low
Cell,Stephen King,2006,61,Horror,/works/OL81597W,19,2000,Low
Different Seasons,Stephen King,1982,61,Horror,/works/OL81621W,43,1980,Low
Something Wicked This Way Comes,Ray Bradbury,1962,60,Horror,/works/OL103194W,63,1960,Low
Everything's Eventual. 14 Dark Tales,Stephen King,2002,60,Horror,/works/OL81584W,23,2000,Low
Petals on the Wind,V.C. Andrews,1980,60,Horror,/works/OL134890W,45,1980,Low
A thin ghost and others,Montague Rhodes James,1919,59,Horror,/works/OL707922W,106,1910,Low
Insomnia,Stephen King,1994,58,Horror,/works/OL81603W,31,1990,Low
Rose Madder,Stephen King,1995,57,Horror,/works/OL81614W,30,1990,Low
Gerald's Game,Stephen King,1992,56,Horror,/works/OL81617W,33,1990,Low
Hearts in Atlantis,Stephen King,1998,55,Horror,/works/OL81624W,27,1990,Low
From a Buick 8,Stephen King,2002,55,Horror,/works/OL81586W,23,2000,Low
Desperation,Stephen King,1996,55,Horror,/works/OL81611W,29,1990,Low
The Queen of the Damned,Anne Rice,1988,55,Horror,/works/OL77828W,37,1980,Low
The Regulators,Stephen King,1996,55,Horror,/works/OL2794726W,29,1990,Low
Lisey's Story,Stephen King,2006,53,Horror,/works/OL81589W,19,2000,Low
If There Be Thorns,V.C. Andrews,1981,52,Horror,/works/OL134891W,44,1980,Low
Dolores Claiborne,Stephen King,1992,51,Horror,/works/OL81622W,33,1990,Low
Can Such Things Be? [24 stories],Ambrose Bierce,1924,51,Horror,/works/OL7973356W,101,1920,Low
The Works of Edgar Allan Poe in Five Volumes,Edgar Allan Poe,1903,50,Horror,/works/OL273463W,122,1900,Low
The Human Chord,Algernon Blackwood,1910,49,Horror,/works/OL2700649W,115,1910,Low
Danse Macabre,Stephen King,1980,48,Horror,/works/OL81605W,45,1980,Low
Mr. Mercedes,Stephen King,2013,47,Horror,/works/OL16820059W,12,2010,Low
The Passage,Justin Cronin,2010,47,Horror,/works/OL15168588W,15,2010,Low
World War Z,Max Brooks,2006,46,Horror,/works/OL5969057W,19,2000,Low
The Premature Burial,Edgar Allan Poe,2013,45,Horror,/works/OL24583029W,12,2010,Low
Present at a Hanging and Other Ghost Stories,Ambrose Bierce,1913,44,Horror,/works/OL7973306W,112,1910,Low
The return,Walter De la Mare,1910,43,Horror,/works/OL1098497W,115,1910,Low
Great Short Stories of the World -- a collection of complete short stories chosen from the literatures of all periods and countries,Barrett Harper Clark,1922,43,Horror,/works/OL1191826W,103,1920,Low
The House on the Borderland,William Hope Hodgson,1946,43,Horror,/works/OL810402W,79,1940,Low
In a glass darkly,Sheridan Le Fanu,1872,41,Horror,/works/OL2895538W,153,1870,Low
Just After Sunset,Stephen King,2008,40,Horror,/works/OL81588W,17,2000,Low
The Graveyard Book,Neil Gaiman,2008,40,Horror,/works/OL679348W,17,2000,Low
"Full Dark, No Stars",Stephen King,2010,40,Horror,/works/OL15374110W,15,2010,Low
The Terror,Dan Simmons,2007,39,Horror,/works/OL1963316W,18,2000,Low
Nightmares & Dreamscapes,Stephen King,1993,39,Horror,/works/OL81604W,32,1990,Low
The Long Walk,Stephen King,1979,39,Horror,/works/OL9973101W,46,1970,Low
Welcome to Dead House,Robert Lawrence Stine,1992,39,Horror,/works/OL72352W,33,1990,Low
Fallen Hearts,V.C. Andrews,1988,38,Horror,/works/OL260475W,37,1980,Low
The Voice of the Night,Dean Koontz,1980,38,Horror,/works/OL263277W,45,1980,Low
Lasher,Anne Rice,1993,38,Horror,/works/OL77829W,32,1990,Low
