Title,Author,Publish Year,Edition Count,Subject,Work ID
The Long Tail,Chris Anderson,2006,22,Technology,/works/OL4091759W
Quaternary of South America and Antarctic Peninsula,Jorge Rabassa,1998,21,Technology,/works/OL21271644W
Modern control systems,Richard C. Dorf,1967,21,Technology,/works/OL1874294W
Dance music manual,Rick Snoman,2012,21,Technology,/works/OL19974579W
Crossing the Chasm,Geoffrey A. Moore,1991,21,Technology,/works/OL30695W
Pavement engineering,Rajib Basu Mallick,2008,20,Technology,/works/OL12559888W
Advanced electrical installation work,Trevor Linsley,2005,20,Technology,/works/OL19823925W
The Terrible Privacy Of Maxwell Sim,Jonathan Coe,2010,20,Technology,/works/OL15179403W
Ready Player Two,Ernest Cline,2019,20,Technology,/works/OL20907281W
Introduction to health and safety at work,"Hughes, Phil, MSc, FIOSH, RSP.",2003,20,Technology,/works/OL5960901W
"Electrical wiring, industrial","Smith, Robert L.",1977,20,Technology,/works/OL1947896W
Space shuttle,United States. General Accounting Office,1986,20,Technology,/works/OL565165W
Vapor-liquid equilibrium data collection,Jürgen Gmehling,1977,20,Technology,/works/OL11518580W
Marvels of Modern Science,Paul Severing,1910,20,Technology,/works/OL7704466W
Numerical methods for engineers,Steven C. Chapra,1985,20,Technology,/works/OL2720189W
Profiles of the future,Arthur C. Clarke,1962,20,Technology,/works/OL17414W
Science and Technology in Society,John S. Holman,1986,20,Technology,/works/OL7996527W
Nunquam,Lawrence Durrell,1970,19,Technology,/works/OL48301W
Anti-Œdipe,Gilles Deleuze,1972,19,Technology,/works/OL93923W
Bad Blood,John Carreyrou,2018,19,Technology,/works/OL17892614W
"La era de la información, Vol. 1",Manuel Castells,1996,19,Technology,/works/OL2678218W
Incredible Cross Sections,Richard Platt,1992,19,Technology,/works/OL1717271W
Strategic Information Management,Robert D. Galliers,2013,18,Technology,/works/OL20749699W
PIC16F1847 Microcontroller-Based Programmable Logic Controller,Murat Uzam,2020,18,Technology,/works/OL21694987W
Learning to Teach Design and Technology in the Secondary School,Gwyneth Owen-Jackson,2000,18,Technology,/works/OL21290195W
Barry's introduction to construction of buildings,Stephen Emmitt,2004,18,Technology,/works/OL5826576W
The Snow Queen,Joan D. Vinge,1980,18,Technology,/works/OL2816487W
The fatal impact,Alan Moorehead,1966,18,Technology,/works/OL1581732W
Teaching and learning with technology,Judy Lever-Duffy,2002,18,Technology,/works/OL9228029W
Compendium of food additive specifications,Joint FAO/WHO Expert Committee on Food Additives.,1992,18,Technology,/works/OL749345W
The science of food,P. M. Gaman,1977,18,Technology,/works/OL3241423W
Today's Technician,Mark Schnubel,2004,18,Technology,/works/OL5851809W
The science and engineering of materials,Donald R. Askeland,1984,18,Technology,/works/OL3927645W
ASM handbook,ASM International. Handbook Committee,1990,18,Technology,/works/OL15905060W
Selections,Jawaharlal Nehru,1946,18,Technology,/works/OL296013W
"Technology, management & society",Peter F. Drucker,1970,18,Technology,/works/OL272922W
Innovation in Music,Russ Hepworth-Sawyer,2019,17,Technology,/works/OL20927572W
Elementary surveying,Paul R. Wolf,1951,17,Technology,/works/OL509008W
O naznachenīī cheloveka,Nikolaĭ Berdi͡aev,1937,17,Technology,/works/OL10335218W
Reliability engineering and risk analysis,M. Modarres,1999,17,Technology,/works/OL4304904W
A choice of gods,Clifford D. Simak,1971,17,Technology,/works/OL4088387W
Handbook of Nuclear Medicine and Molecular Imaging for Physicists,Michael Ljungberg,2021,16,Technology,/works/OL25319181W
Principles of Spinning,Ashok R. Khare,2019,16,Technology,/works/OL25189113W
"Electrical Inspection, Testing and Certification",Michael Drury,2016,16,Technology,/works/OL21278233W
The Rise and Fall of D.O.D.O.,Neal Stephenson,2017,16,Technology,/works/OL19330491W
H2LiftShips,Bob Freeman,2020,16,Technology,/works/OL26584568W
Instinct of Workmanship and the State of Industrial Arts,Thorstein Veblen,1918,16,Technology,/works/OL1868432W
NYC Quote,Booksource,2023,1488,Education,/works/OL36724830W
A Vindication of Rights of Woman,Mary Wollstonecraft,1792,309,Education,/works/OL849186W
Essais,"Montaigne, Michel de",1600,294,Education,/works/OL1086528W
Manon Lescaut,Abbé Prévost,1734,288,Education,/works/OL1132652W
The Elements of Style,"William Strunk, Jr.",1920,273,Education,/works/OL38285W
The  light that failed,Rudyard Kipling,1890,262,Education,/works/OL20169W
The Richest Man in Babylon,George S. Clason,1926,258,Education,/works/OL8165007W
Democracy and Education,John Dewey,1916,184,Education,/works/OL111359W
Emile or Education,Jean-Jacques Rousseau,1762,182,Education,/works/OL80613W
Chemistry,Theodore L. Brown,1977,168,Education,/works/OL15130687W
The schoolmasters assistant,Thomas Dilworth,1744,128,Education,/works/OL1651332W
Love and Mr. Lewisham,H. G. Wells,1899,118,Education,/works/OL52259W
Nana,Émile Zola,1880,118,Education,/works/OL118984W
Letters to his son,"Philip Dormer Stanhope, 4th Earl of Chesterfield",1774,114,Education,/works/OL671958W
Areopagitica,John Milton,1644,113,Education,/works/OL810614W
Παρμενίδης,Plato,1728,111,Education,/works/OL51802W
[Relief of C. J. Baronett.],United States. Congress. Senate. Committee on Territories,1863,110,Education,/works/OL11114078W
Poems,Matthew Arnold,1853,107,Education,/works/OL1336796W
Hippolytus,Euripides,1756,105,Education,/works/OL66497W
The mis-education of the Negro,Carter Godwin Woodson,1933,101,Education,/works/OL48136W
Decline and Fall,Evelyn Waugh,1928,97,Education,/works/OL5721413W
Circulaire au clergé,Catholic Church. Archdiocese of Quebec. Archbishop (1870-1898 : Taschereau),1985,87,Education,/works/OL12174772W
Assommoir,Émile Zola,1870,83,Education,/works/OL118983W
Mr. Britling Sees It Through,H. G. Wells,1916,81,Education,/works/OL52230W
Thumbelina,Hans Christian Andersen,1911,79,Education,/works/OL15049906W
Tom Brown's School Days,Thomas Hughes,1800,76,Education,/works/OL2540345W
On Cooking,Sarah R. Labensky,1994,74,Education,/works/OL1874827W
Sixteenth census of the United States,United States. Bureau of the Census,1900,72,Education,/works/OL1369822W
The idea of a university,John Henry Newman,1873,70,Education,/works/OL1144814W
How to Speak and Write Correctly,Joseph Devlin,1910,68,Education,/works/OL2255454W
The Snowy Day,Ezra Jack Keats,1962,66,Education,/works/OL831023W
The scholemaster,Roger Ascham,1571,66,Education,/works/OL4772651W
[To promote education of the blind.],United States. Congress. Senate. Committee on Education and Labor.,1870,65,Education,/works/OL11316174W
Kim,Rudyard Kipling,1901,65,Education,/works/OL20172W
A report from the Texas School Performance Review,Texas School Performance Review (Agency),1999,64,Education,/works/OL5700623W
Hecuba,Euripides,1518,63,Education,/works/OL66460W
Freakonomics,Steven D. Levitt,2005,63,Education,/works/OL278022W
The Prime of Miss Jean Brodie,Muriel Spark,1961,59,Education,/works/OL26437W
Institutiones oratoriae,Quintilian,1515,58,Education,/works/OL10314049W
The Shipping News,Annie Proulx,1993,57,Education,/works/OL456089W
Paying For Long-Term Care,Jimi Lofinmakin,2021,56,Education,/works/OL25474994W
Neue Jahrbücher für Philologie und Paedogogik,Neue # philologie und paedagogik ... 1831-97,1833,56,Education,/works/OL13142856W
Notes on nursing,Florence Nightingale,1859,54,Education,/works/OL65713W
Metodo della pedagogia scientifica,Maria Montessori,1912,54,Education,/works/OL1542661W
Six Centuries of Work and Wages,James E. Thorold Rogers,1884,54,Education,/works/OL202128W
Welfare reform,United States. General Accounting Office,1995,53,Education,/works/OL565215W
Some thoughts concerning education,John Locke,1693,52,Education,/works/OL880199W
The improvement of the mind,Isaac Watts,1741,50,Education,/works/OL667197W
Repertorien,Hauptstaatsarchiv Stuttgart,1980,50,Education,/works/OL37401716W
Essays on educational reformers,Robert Hebert Quick,1868,50,Education,/works/OL245505W
BOOK,Galeron Consulting LLC,2000,49,Education,/works/OL38191597W
BOOK,Galeron Consulting LLC,2000,49,Education,/works/OL38254893W
The Story of My Life,Helen Keller,1903,49,Education,/works/OL4002681W
Summerhill,A. S. Neill,1926,49,Education,/works/OL2950120W
BOOK,Galeron Consulting LLC,2000,48,Education,/works/OL38141948W
Selections,Aristotle,1491,48,Education,/works/OL151603W
Mauprat,George Sand,1857,48,Education,/works/OL982017W
Lost City of the Incas,Hiram Bingham,1948,48,Education,/works/OL21844W
Letters on the improvement of the mind,Hester Chapone,1773,48,Education,/works/OL3293673W
BOOK,Galeron Consulting LLC,2000,47,Education,/works/OL38214239W
Looking out/looking in,Ronald B. Adler,1974,47,Education,/works/OL72511W
Blink,Malcolm Gladwell,2004,47,Education,/works/OL5749849W
The English school-master,Edmund Coote,1596,47,Education,/works/OL7294977W
The Miracle Worker,William Gibson,1956,46,Education,/works/OL261558W
Which School?,Derek Bingham,1991,46,Education,/works/OL8652805W
The philosophy of Hegel,Georg Wilhelm Friedrich Hegel,1843,46,Education,/works/OL678262W
Mcguffey's Readers Fourth Eclectic Reader,William Holmes McGuffey,1837,45,Education,/works/OL1895946W
An essay in aid of a grammar of assent,John Henry Newman,1870,45,Education,/works/OL1144823W
As a man thinketh,James Allen,1902,657,Business,/works/OL43024W
Think and Grow Rich,Napoleon Hill,1937,309,Business,/works/OL527464W
"The art of money getting, or, Golden rules for money getting",P. T. Barnum,1880,296,Business,/works/OL891636W
The Theory of the Leisure Class,Thorstein Veblen,1899,236,Business,/works/OL1868441W
The master key system in twenty-four parts with questionnaire and glossary,Charles F. Haanel,1919,135,Business,/works/OL2041069W
The Wealth of Nations,Adam Smith,1776,123,Business,/works/OL76827W
Ali Pacha,Alexandre Dumas,2001,105,Business,/works/OL259549W
Collins Robert French English Dictionary,Beryl T. Atkins,1978,90,Business,/works/OL259619W
The Law of Success,Napoleon Hill,1969,90,Business,/works/OL527383W
Reminiscences of a stock operator,Edwin Lefèvre,1923,81,Business,/works/OL3472215W
The 7 Habits of Highly Effective People,Stephen R. Covey,1989,77,Business,/works/OL2629977W
The magic of believing,Claude M. Bristol,1948,61,Business,/works/OL120672W
Eat That Frog! 21 Great Ways to Stop Procrastinating and Get More Done in Less Time,Brian Tracy,2001,60,Business,/works/OL2392324W
The theory of business enterprise 1904,Thorstein Veblen,1904,56,Business,/works/OL1868458W
Steve Jobs,Walter Isaacson,2011,56,Business,/works/OL16085155W
The 48 Laws of Power,Robert Greene,1998,55,Business,/works/OL1968368W
The Intelligent Investor,Benjamin Graham,1949,53,Business,/works/OL273184W
Interactive Computing Series,Kenneth C. Laudon,1997,51,Business,/works/OL58233W
The Moneychangers,Arthur Hailey,1970,49,Business,/works/OL2475103W
Mastering today's software,Edward G. Martin,1992,49,Business,/works/OL64843W
Autobiography,Andrew Carnegie,1920,48,Business,/works/OL1532804W
Effective Executive,Peter F. Drucker,1967,43,Business,/works/OL272920W
Imperialism [and] Social classes; two essays,Joseph Alois Schumpeter,1951,42,Business,/works/OL1295306W
I-Series,Stephen Haag,2001,41,Business,/works/OL15052267W
Les belles images,Simone de Beauvoir,1966,41,Business,/works/OL43413999W
The 4-Hour Workweek,Timothy Ferriss,2006,41,Business,/works/OL3353439W
The leadership challenge,James M. Kouzes,1987,40,Business,/works/OL1974749W
Hold the dream,Barbara Taylor Bradford,1625,40,Business,/works/OL11375139W
Atomic Habits,James Clear,2016,40,Business,/works/OL17930368W
Emotional Intelligence,Daniel Goleman,1995,39,Business,/works/OL1878267W
[Preservation of forests.],United States. Congress. Senate. Committee on Agriculture and Forestry,1888,38,Business,/works/OL10833891W
The Practice of Management,Peter F. Drucker,1954,37,Business,/works/OL274337W
Reframing Organizations,Lee G. Bolman,1991,36,Business,/works/OL3359455W
Innovation and Entrepreneurship,Peter F. Drucker,1985,33,Business,/works/OL272925W
Confessions of an economic hit man,"Perkins, John",2004,33,Business,/works/OL2693772W
Tax Planning and Compliance for Tax-Exempt Organizations,Jody Blazek,1993,32,Business,/works/OL1980606W
Managing for Results,Peter F. Drucker,1964,32,Business,/works/OL274336W
Outliers,Malcolm Gladwell,2008,32,Business,/works/OL5749847W
Absentee ownership and busines enterprise in recent times,Thorstein Veblen,1923,32,Business,/works/OL1868425W
Research in Personnel and Human Resources Management,M. Ronald Buckley,2014,31,Business,/works/OL21077843W
Security Analysis,Benjamin Graham,1934,31,Business,/works/OL273188W
Leadership and Self Deception,The Arbinger Institute,2000,31,Business,/works/OL8921343W
Black Mesa,Zane Grey,1955,31,Business,/works/OL485408W
Poison Island,Arthur Quiller-Couch,1907,30,Business,/works/OL3863974W
The Constant Gardener,John le Carré,2000,30,Business,/works/OL15723135W
Census of business,United States. Bureau of the Census,1936,30,Business,/works/OL1369815W
How to Get Rich,Donald Trump,1987,29,Business,/works/OL2720606W
AAT Success (Financial Training AAT Study Packs),Financial Training Company,1995,29,Business,/works/OL9800249W
Your Office,Amy S. Kinser,2012,28,Business,/works/OL20194516W
Business @ the speed of thought,Bill Gates,1999,28,Business,/works/OL53677W
Shoe Dog,Phil Knight,2014,28,Business,/works/OL17825802W
The Strangest Secret,Earl Nightingale,1900,28,Business,/works/OL3407905W
"Rich Dad, Poor Dad for Teens",Robert T. Kiyosaki,2004,27,Business,/works/OL2010893W
The Black Swan,Nassim Nicholas Taleb,2005,27,Business,/works/OL3295030W
Patterns,IBM Redbooks,2002,26,Business,/works/OL8414329W
Your Office,Amy Kinser,2012,26,Business,/works/OL20810149W
Project management,Harold Kerzner,1979,26,Business,/works/OL2673378W
Ten acres enough,"Morris, Edmund",1864,26,Business,/works/OL1961996W
Contemporary business,Louis E. Boone,1976,26,Business,/works/OL532896W
Stock Investing for Dummies,Paul Mladjenovic,2002,25,Business,/works/OL278197W
Superfreakonomics,Steven D. Levitt,2009,25,Business,/works/OL14909866W
Customer Relationship Management,Francis Buttle,2003,24,Business,/works/OL8467198W
"A history of the Bank of New York, 1784-1884",Henry Williams Domett,1784,24,Business,/works/OL7299949W
Thought-Force in Business and Everyday Life,William Walker Atkinson,1901,24,Business,/works/OL3875841W
Industry and trade,Alfred Marshall,1919,24,Business,/works/OL2627166W
Critical thinking,Richard W. Paul,1990,24,Business,/works/OL4311501W
Complete English Tradesman,Daniel Defoe,1726,23,Business,/works/OL30405352W
Rich dad's guide to investing,Robert T. Kiyosaki,2000,23,Business,/works/OL2010894W
Ebay for dummies,Marsha Collier,2000,23,Business,/works/OL15830330W
Business,O. C. Ferrell,1992,22,Business,/works/OL531097W
Thriving on chaos,Thomas J. Peters,1987,22,Business,/works/OL2634086W
Leadership Wisdom from the Monk Who Sold His Ferrari,Robin S. Sharma,1998,22,Business,/works/OL1854816W
Management Challenges for the 21st Century,Peter F. Drucker,1999,22,Business,/works/OL274330W
International business,Debra Johnson,2003,21,Business,/works/OL5876837W
Loss Models,Stuart A. Klugman,2009,21,Business,/works/OL19884709W
Learning to use Windows applications,Gary B. Shelly,1994,21,Business,/works/OL758362W
Fundraising for social change,Kim Klein,1985,21,Business,/works/OL3538180W
Creative problem solving for managers,Tony Proctor,1999,21,Business,/works/OL1962169W
Managing in Turbulent Times,Peter F. Drucker,1980,21,Business,/works/OL272921W
The fur trade in Canada,Harold Adams Innis,1930,21,Business,/works/OL762827W
Excel 2010 For Dummies,Greg Harvey,2010,21,Business,/works/OL15173871W
The Tipping Point,Malcolm Gladwell,2000,21,Business,/works/OL5749848W
Your Story Sells,"Infante-Reyes, Jenny, Jr.",2023,20,Business,/works/OL35786510W
Wall Street stories,Edwin Lefèvre,1901,20,Business,/works/OL3472216W
Advances in management accounting,Marc J. Epstein,2007,20,Business,/works/OL19859861W
Tao te Ching,老子,1842,648,Philosophy,/works/OL45499W
Meditations,Marcus Aurelius,1626,643,Philosophy,/works/OL1317211W
Also sprach Zarathustra,Friedrich Nietzsche,1883,552,Philosophy,/works/OL98130W
The Book of Tea,Okakura Kakuzō,1900,476,Philosophy,/works/OL7095112W
On Liberty,John Stuart Mill,1859,465,Philosophy,/works/OL1068091W
Nicomachean Ethics,Aristotle,1558,416,Philosophy,/works/OL8273964W
Jenseits von Gut und Böse,Friedrich Nietzsche,1885,415,Philosophy,/works/OL98174W
Pensées,Blaise Pascal,1670,395,Philosophy,/works/OL1262495W
The Golden Bough,James George Frazer,1890,374,Philosophy,/works/OL1159648W
Dialogues Concerning Natural Religion,David Hume,1779,340,Philosophy,/works/OL93568W
Anthem,Ayn Rand,1936,306,Philosophy,/works/OL731737W
A Room of One's Own,Virginia Woolf,1929,303,Philosophy,/works/OL39379W
Φαίδων,Plato,1713,291,Philosophy,/works/OL51805W
The Problems of Philosophy,Bertrand Russell,1900,288,Philosophy,/works/OL1088577W
Summa Theologica,Thomas Aquinas,1467,277,Philosophy,/works/OL15314568W
Bushidō,Inazo Nitobe,1899,258,Philosophy,/works/OL1154715W
Ἀπολογία Σωκράτους,Plato,1675,232,Philosophy,/works/OL51948W
Du contrat social,Jean-Jacques Rousseau,1762,216,Philosophy,/works/OL80609W
Tractatus logico-philosophicus,Ludwig Wittgenstein,1921,210,Philosophy,/works/OL1410381W
Niebla,Miguel de Unamuno,1914,206,Philosophy,/works/OL503589W
Der Zauberberg,Thomas Mann,1924,188,Philosophy,/works/OL14866824W
"Familiar quotations; a collection of passages, phrases, and proverbs traced to their sources in ancient and modern literature",John Bartlett,1855,185,Philosophy,/works/OL4095472W
Prince,Niccolò Machiavelli,1998,183,Philosophy,/works/OL21456413W
Walking,Henry David Thoreau,1914,183,Philosophy,/works/OL55719W
How to Win Friends and Influence People,Dale Carnegie,1936,178,Philosophy,/works/OL1063267W
Principles of internal medicine,Tinsley Randolph Harrison,1950,173,Philosophy,/works/OL280577W
Common Sense,Thomas Paine,1776,171,Philosophy,/works/OL60358W
Πρωταγόρας,Plato,1828,167,Philosophy,/works/OL51938W
Τίμαιος,Plato,1520,163,Philosophy,/works/OL51823W
Θεαίτητος,Πλάτων,1861,159,Philosophy,/works/OL51854W
Philosophical essays concerning human understanding,David Hume,1900,155,Philosophy,/works/OL93547W
Kritik der reinen Vernunft,Immanuel Kant,1781,153,Philosophy,/works/OL99844W
The Story of Philosophy,Will Durant,1926,147,Philosophy,/works/OL1073898W
La Chute,Albert Camus,1917,145,Philosophy,/works/OL1230631W
An autobiography,Mohandas Karamchand Gandhi,1927,140,Philosophy,/works/OL298031W
Der Untergang des Abendlandes,Oswald Spengler,1918,139,Philosophy,/works/OL3392002W
The Defendant,Gilbert Keith Chesterton,1901,138,Philosophy,/works/OL76348W
Culture and anarchy; an essay in political and social criticism,Matthew Arnold,1869,138,Philosophy,/works/OL1336695W
Darkwater; voices from within the veil,W. E. B. Du Bois,1920,136,Philosophy,/works/OL28571W
Essays,Ralph Waldo Emerson,1800,133,Philosophy,/works/OL62250W
Principles of Political Economy,John Stuart Mill,1848,133,Philosophy,/works/OL1068184W
State and Revolution,Vladimir Il’ich Lenin,1900,132,Philosophy,/works/OL301143W
De officiis,Cicero,1465,129,Philosophy,/works/OL67551W
Del sentimiento trágico de la vida en los hombres y en los pueblos,Miguel de Unamuno,1900,127,Philosophy,/works/OL503529W
Εὐθύφρων / Κρίτων / Φαίδων / Ἀπολογία Σωκράτους,Plato,1871,126,Philosophy,/works/OL51784W
The Kybalion,Three Initiates,1912,122,Philosophy,/works/OL20156281W
The Everlasting Man,Gilbert Keith Chesterton,1925,122,Philosophy,/works/OL76474W
De l'esprit des lois,Charles-Louis de Secondat baron de La Brède et de Montesquieu,1748,121,Philosophy,/works/OL453554W
A Study of History,Arnold J. Toynbee,1900,119,Philosophy,/works/OL1108523W
The Yellow Wallpaper,Charlotte Perkins Gilman,1892,721,Psychology,/works/OL2772007W
Princesse de Clèves,Madame de La Fayette,1678,417,Psychology,/works/OL1244914W
The Awakening,Kate Chopin,1899,347,Psychology,/works/OL65430W
Братья Карамазовы,Fyodor Dostoyevsky,1880,313,Psychology,/works/OL10432709W
Tender is the Night,F. Scott Fitzgerald,1933,312,Psychology,/works/OL468485W
The Old Man and the Sea,Ernest Hemingway,1952,307,Psychology,/works/OL63073W
La Peste,Albert Camus,1942,280,Psychology,/works/OL1230715W
The Varieties of Religious Experience,William James,1817,267,Psychology,/works/OL1073561W
The Book of Dreams and Ghosts,Andrew Lang,1897,228,Psychology,/works/OL1088777W
Works (Awakening / Beyond the Bayou / Desiree's Baby / Kiss / Locket / Ma'ame Pelagie / Pair of Silk Stockings / Reflection / Respectable Woman),Kate Chopin,1981,198,Psychology,/works/OL65438W
Бѣсы,Fyodor Dostoyevsky,1871,171,Psychology,/works/OL166971W
"Rabbit, Run",John Updike,1960,159,Psychology,/works/OL463709W
Die Traumdeutung,Sigmund Freud,1899,141,Psychology,/works/OL1069300W
Le rire; essai sur la signification du comique,Henri Bergson,1901,139,Psychology,/works/OL76650W
Catch-22,Joseph Heller,1961,134,Psychology,/works/OL276798W
The Power of Your Subconscious Mind,Joseph Murphy,1963,132,Psychology,/works/OL55806W
Poor Miss Finch,Wilkie Collins,1872,122,Psychology,/works/OL176089W
El túnel,Ernesto Sabato,1948,120,Psychology,/works/OL617847W
... Trotzdem Ja zum Leben sagen,Viktor E. Frankl,1946,111,Psychology,/works/OL1268413W
Clairvoyance and occult powers,Swami Panchadasi,1916,109,Psychology,/works/OL7904330W
Complete Works of W. R. Bion,W. R. Bion,2014,108,Psychology,/works/OL21694912W
Tuesdays with Morrie,Mitch Albom,1994,104,Psychology,/works/OL1822313W
The game of life and how to play it,Florence Scovel Shinn,1925,97,Psychology,/works/OL4794651W
Self-knowledge,John Mason,1745,96,Psychology,/works/OL6384123W
"The fortunate mistress, or, Roxana",Daniel Defoe,1724,93,Psychology,/works/OL411558W
Escape from Freedom,Erich Fromm,1941,89,Psychology,/works/OL1184906W
Cock Lane and Commonsense 1896,Andrew Lang,1889,80,Psychology,/works/OL1088896W
"Men are From Mars, Women are From Venus",John Gray,1992,78,Psychology,/works/OL263458W
Zen and the Art of Motorcycle Maintenance,Robert M. Pirsig,1974,78,Psychology,/works/OL827357W
Le suicide,Émile Durkheim,1850,77,Psychology,/works/OL606917W
Das Ende einer Affäre,Graham Greene,1951,74,Psychology,/works/OL106013W
The Silence of the Lambs,Thomas Harris,1988,72,Psychology,/works/OL23481W
The Corrections,Jonathan Franzen,2001,70,Psychology,/works/OL4082696W
Sphere,Michael Crichton,1980,69,Psychology,/works/OL46917W
The prelude,William Wordsworth,1850,69,Psychology,/works/OL26384W
The Edible Woman,Margaret Atwood,1969,67,Psychology,/works/OL675696W
The Lonely Crowd,David Riesman,1950,67,Psychology,/works/OL15410871W
Their Eyes Were Watching God,Zora Neale Hurston,1937,66,Psychology,/works/OL27778127W
"Bartleby, the Scrivener",Herman Melville,1966,66,Psychology,/works/OL102732W
Essays on the intellectual powers of man,James Walker,1785,65,Psychology,/works/OL2665121W
Giovanni's Room,James Baldwin,1956,65,Psychology,/works/OL228702W
Menschenkenntnis,Alfred Adler,1927,64,Psychology,/works/OL1127269W
Authority and the Individual,Bertrand Russell,1949,63,Psychology,/works/OL1088583W
Supplement,Pearson,2003,61,Psychology,/works/OL209286W
The Fountainhead,Ayn Rand,1943,61,Psychology,/works/OL731663W
国立 国会 図書館 所蔵 明治期 刋行 図書 マイクロ版 集成,Kokuritsu Kokkai Toshokan (Japan),1991,60,Psychology,/works/OL39080200W
The anatomy of melancholy,Robert Burton,1624,60,Psychology,/works/OL3149647W
Analysis of the phenomena of the human mind,James Mill,1829,57,Psychology,/works/OL4087856W
Games People Play,Eric Berne,1964,57,Psychology,/works/OL1593567W
Witz und seine Beziehung zum Unbewussten,Sigmund Freud,1916,57,Psychology,/works/OL1069672W
Zur psychopathologie des alltagslebens (The psychopathology of everyday life),Sigmund Freud,1904,56,Psychology,/works/OL1069431W
An Ideal Husband,Oscar Wilde,1899,56,Psychology,/works/OL14877875W
Man for Himself,Erich Fromm,1947,55,Psychology,/works/OL1184951W
Wonder,R. J. Palacio,2001,55,Psychology,/works/OL16142094W
Your Mind and How to Use It,William Walker Atkinson,1911,54,Psychology,/works/OL3875836W
A View from the Bridge,Arthur Miller,1955,53,Psychology,/works/OL66345W
Piazza Tales,Herman Melville,1856,52,Psychology,/works/OL102742W
"Pierre, or the Ambiguities",Herman Melville,1852,52,Psychology,/works/OL102736W
"Peau Noire, Masques Blancs",Frantz Fanon,1952,52,Psychology,/works/OL1323771W
The Feminine Mystique,Betty Friedan,1963,52,Psychology,/works/OL2643698W
The Man Who Knew Too Much,Gilbert Keith Chesterton,1922,644,Religion,/works/OL76468W
Heretics,Gilbert Keith Chesterton,1905,551,Religion,/works/OL76482W
De la démocratie en Amérique,Alexis de Tocqueville,1835,424,Religion,/works/OL278001W
Imitation of Christ,Thomas à Kempis,1568,394,Religion,/works/OL260847W
The Rainbow,D. H. Lawrence,1915,358,Religion,/works/OL81293W
Siddhartha,Hermann Hesse,1922,206,Religion,/works/OL872932W
The pursuit of God,A. W. Tozer,1897,176,Religion,/works/OL544652W
Marius the Epicurean,Walter Pater,1885,172,Religion,/works/OL43659W
The great controversy,Ellen Gould Harmon White,1858,159,Religion,/works/OL1887655W
Exercitia spiritualia,Saint Ignatius of Loyola,1548,145,Religion,/works/OL1238284W
A Wonder Book for Girls and Boys,Nathaniel Hawthorne,1800,144,Religion,/works/OL455667W
Die protestantische Ethik und der Geist des Kapitalismus,Max Weber,1700,137,Religion,/works/OL1362905W
The story of the other wise man,Henry van Dyke,1895,135,Religion,/works/OL2254120W
Custom and myth,Andrew Lang,1884,131,Religion,/works/OL1089032W
The guide of the perplexed of Maimonides,Moses Maimonides,1473,116,Religion,/works/OL158224W
Life of Pi,Yann Martel,2000,115,Religion,/works/OL2827199W
The Bridge of San Luis Rey,Thornton Wilder,1927,109,Religion,/works/OL482894W
John Donne Poetry,John Donne,1633,105,Religion,/works/OL15420303W
Dieu et l’État,Mikhail Aleksandrovich Bakunin,1882,105,Religion,/works/OL26823929W
Εὐθύφρων,Plato,1880,102,Religion,/works/OL51781W
"An alarm to unconverted sinners, in a serious treatise",Joseph Alleine,1672,98,Religion,/works/OL6956024W
Physico-theology,William Derham,1713,98,Religion,/works/OL5949084W
Tartuffe,Molière,1707,96,Religion,/works/OL15144788W
"San Manuel Bueno, mártir",Miguel de Unamuno,1933,93,Religion,/works/OL503616W
The rambler,Samuel Johnson,1750,91,Religion,/works/OL14862914W
Sobranie sochinenii v dvadtsati dvukh tomakh,Лев Толстой,1882,89,Religion,/works/OL10413840W
The Book of the Dead,E. A. Wallis Budge,1894,85,Religion,/works/OL7973699W
A Burnt-Out Case,Graham Greene,1960,85,Religion,/works/OL106080W
Religio medici,Thomas Browne,1642,85,Religion,/works/OL997527W
Pagan & Christian creeds,Edward Carpenter,1920,82,Religion,/works/OL1041142W
Stranger in a Strange Land,Robert A. Heinlein,1961,80,Religion,/works/OL59688W
Misal diario y vesperal,Catholic Church,1806,78,Religion,/works/OL15161992W
Ile des pingouins,Anatole France,1908,78,Religion,/works/OL989147W
Saint Thomas Aquinas,Gilbert Keith Chesterton,1933,78,Religion,/works/OL76412W
The Profits of Religion (An Essay in Economic Interpretation),Upton Sinclair,1900,77,Religion,/works/OL115009W
Folk-lore in the Old Testament,James George Frazer,1907,73,Religion,/works/OL1159647W
Camino de perfección [por] Santa Teresa de Jesús,Teresa of Avila,1632,71,Religion,/works/OL313297W
De Natura deorum,Cicero,1718,70,Religion,/works/OL67545W
Ich und du,Martin Buber,1922,69,Religion,/works/OL12337W
The miracles of our Lord,George MacDonald,1870,68,Religion,/works/OL15404W
Phänomenologie des Geistes,Georg Wilhelm Friedrich Hegel,1907,68,Religion,/works/OL678515W
Aids to reflection in the formation of a manly character,Samuel Taylor Coleridge,1800,67,Religion,/works/OL25979W
Go Tell It on the Mountain,James Baldwin,1952,66,Religion,/works/OL228705W
Roots,Alex Haley,1861,63,Religion,/works/OL1815447W
"The crook in the lot, or, The sovereignty and wisdom of God displayed in the afflictions of men",Thomas Boston,1770,61,Religion,/works/OL1135388W
Reincarnation and the Law of Karma,William Walker Atkinson,1908,58,Religion,/works/OL3875843W
